tweet_id,username,tweet_text,likes,retweets,timestamp,cleaned_text,sentiment_score,sentiment_label
247,user_247,This brand keeps getting better every year!,357,85,2024-09-03,brand keeps getting better every year,0.4702,Positive
248,user_248,Great initiative for sustainability and eco packaging.,60,95,2024-09-04,great initiative sustainability eco packaging,0.71245,Positive
249,user_249,Amazing customer support — resolved my issue instantly!,517,67,2024-09-05,amazing customer support resolved issue instantly,0.551,Positive
250,user_250,Not happy with the delivery delay this week.,125,41,2024-09-06,happy delivery delay week,0.5700000000000001,Positive
251,user_251,This brand keeps getting better every year!,629,280,2024-09-07,brand keeps getting better every year,0.4702,Positive
252,user_252,This product didn’t live up to the hype.,706,159,2024-09-08,product didnt live hype,0.06818181818181818,Positive
253,user_253,Not happy with the delivery delay this week.,706,241,2024-09-09,happy delivery delay week,0.5700000000000001,Positive
254,user_254,Love the new product launch! Great innovation and design.,77,257,2024-09-10,love new product launch great innovation design,0.6883439393939395,Positive
255,user_255,This product didn’t live up to the hype.,270,36,2024-09-11,product didnt live hype,0.06818181818181818,Positive
256,user_256,"Disappointed with the recent update, app keeps crashing.",634,186,2024-09-12,disappointed recent update app keeps crashing,-0.42585,Negative
257,user_257,This brand keeps getting better every year!,940,122,2024-09-13,brand keeps getting better every year,0.4702,Positive
258,user_258,Amazing customer support — resolved my issue instantly!,10,158,2024-09-14,amazing customer support resolved issue instantly,0.551,Positive
259,user_259,Great initiative for sustainability and eco packaging.,39,34,2024-09-15,great initiative sustainability eco packaging,0.71245,Positive
260,user_260,Great initiative for sustainability and eco packaging.,424,49,2024-09-16,great initiative sustainability eco packaging,0.71245,Positive
261,user_261,Amazing customer support — resolved my issue instantly!,478,195,2024-09-17,amazing customer support resolved issue instantly,0.551,Positive
262,user_262,Amazing customer support — resolved my issue instantly!,788,130,2024-09-18,amazing customer support resolved issue instantly,0.551,Positive
263,user_263,This brand keeps getting better every year!,517,33,2024-09-19,brand keeps getting better every year,0.4702,Positive
264,user_264,I’m skeptical about the new pricing strategy.,774,6,2024-09-20,skeptical new pricing strategy,-0.2500090909090909,Negative
265,user_265,Love the new product launch! Great innovation and design.,459,242,2024-09-21,love new product launch great innovation design,0.6883439393939395,Positive
266,user_266,Amazing customer support — resolved my issue instantly!,278,210,2024-09-22,amazing customer support resolved issue instantly,0.551,Positive
267,user_267,The ad campaign was creative but missed the mark.,521,172,2024-09-23,campaign creative missed mark,0.33895,Positive
268,user_268,I’m skeptical about the new pricing strategy.,644,100,2024-09-24,skeptical new pricing strategy,-0.2500090909090909,Negative
269,user_269,The ad campaign was creative but missed the mark.,450,137,2024-09-25,campaign creative missed mark,0.33895,Positive
270,user_270,This product didn’t live up to the hype.,255,269,2024-09-26,product didnt live hype,0.06818181818181818,Positive
271,user_271,The ad campaign was creative but missed the mark.,930,26,2024-09-27,campaign creative missed mark,0.33895,Positive
272,user_272,I’m skeptical about the new pricing strategy.,170,233,2024-09-28,skeptical new pricing strategy,-0.2500090909090909,Negative
273,user_273,Amazing customer support — resolved my issue instantly!,517,165,2024-09-29,amazing customer support resolved issue instantly,0.551,Positive
274,user_274,Love the new product launch! Great innovation and design.,912,251,2024-09-30,love new product launch great innovation design,0.6883439393939395,Positive
275,user_275,Not happy with the delivery delay this week.,437,151,2024-10-01,happy delivery delay week,0.5700000000000001,Positive
276,user_276,Highly recommend this product — excellent value!,310,223,2024-10-02,highly recommend product excellent value,0.7132000000000001,Positive
277,user_277,Highly recommend this product — excellent value!,235,33,2024-10-03,highly recommend product excellent value,0.7132000000000001,Positive
278,user_278,Highly recommend this product — excellent value!,204,226,2024-10-04,highly recommend product excellent value,0.7132000000000001,Positive
279,user_279,Amazing customer support — resolved my issue instantly!,201,114,2024-10-05,amazing customer support resolved issue instantly,0.551,Positive
280,user_280,Love the new product launch! Great innovation and design.,623,209,2024-10-06,love new product launch great innovation design,0.6883439393939395,Positive
281,user_281,Amazing customer support — resolved my issue instantly!,640,243,2024-10-07,amazing customer support resolved issue instantly,0.551,Positive
282,user_282,I’m skeptical about the new pricing strategy.,889,204,2024-10-08,skeptical new pricing strategy,-0.2500090909090909,Negative
283,user_283,The ad campaign was creative but missed the mark.,551,95,2024-10-09,campaign creative missed mark,0.33895,Positive
284,user_284,Love the new product launch! Great innovation and design.,739,141,2024-10-10,love new product launch great innovation design,0.6883439393939395,Positive
285,user_285,Not happy with the delivery delay this week.,878,98,2024-10-11,happy delivery delay week,0.5700000000000001,Positive
286,user_286,This brand keeps getting better every year!,200,119,2024-10-12,brand keeps getting better every year,0.4702,Positive
287,user_287,This product didn’t live up to the hype.,424,94,2024-10-13,product didnt live hype,0.06818181818181818,Positive
288,user_288,"Disappointed with the recent update, app keeps crashing.",85,31,2024-10-14,disappointed recent update app keeps crashing,-0.42585,Negative
289,user_289,Great initiative for sustainability and eco packaging.,133,238,2024-10-15,great initiative sustainability eco packaging,0.71245,Positive
290,user_290,Highly recommend this product — excellent value!,348,137,2024-10-16,highly recommend product excellent value,0.7132000000000001,Positive
291,user_291,Great initiative for sustainability and eco packaging.,110,102,2024-10-17,great initiative sustainability eco packaging,0.71245,Positive
292,user_292,Highly recommend this product — excellent value!,590,228,2024-10-18,highly recommend product excellent value,0.7132000000000001,Positive
293,user_293,This product didn’t live up to the hype.,105,151,2024-10-19,product didnt live hype,0.06818181818181818,Positive
294,user_294,This product didn’t live up to the hype.,598,168,2024-10-20,product didnt live hype,0.06818181818181818,Positive
295,user_295,This brand keeps getting better every year!,906,94,2024-10-21,brand keeps getting better every year,0.4702,Positive
296,user_296,"Disappointed with the recent update, app keeps crashing.",107,34,2024-10-22,disappointed recent update app keeps crashing,-0.42585,Negative
297,user_297,Highly recommend this product — excellent value!,802,286,2024-10-23,highly recommend product excellent value,0.7132000000000001,Positive
298,user_298,Highly recommend this product — excellent value!,472,138,2024-10-24,highly recommend product excellent value,0.7132000000000001,Positive
299,user_299,This product didn’t live up to the hype.,277,223,2024-10-25,product didnt live hype,0.06818181818181818,Positive
300,user_300,Not happy with the delivery delay this week.,320,148,2024-10-26,happy delivery delay week,0.5700000000000001,Positive
